Figueirense Avaí 9618
Figueirense Santa Cruz 6860
Figueirense Botafogo 12325
Figueirense América-MG 3323
Figueirense Vitória 4252
Coritiba Vasco 8020
Coritiba Sport 10023
Coritiba Atlético-MG 12660
Coritiba Palmeiras 14271
Coritiba Joinville 9531
Coritiba Atlético-PR 19723
Coritiba Grêmio 10368
Coritiba Fluminense 11094
Coritiba Chapecoense 12023
Coritiba Santos 8199
Coritiba Goiás 24593
Coritiba Corinthians 17647
Coritiba Figueirense 9141
Coritiba Internacional 11727
Coritiba Flamengo 14347
Coritiba Ponte Preta 11490
Coritiba São Paulo 19240
Coritiba Cruzeiro 8297
Coritiba Avaí 14513
Coritiba Santa Cruz 8055
Coritiba Botafogo 9618
Coritiba América-MG 9174
Coritiba Vitória 11395
Coritiba Atlético-GO 10631
Coritiba Bahia 19534
Internacional Vasco 16314
Internacional Sport 22226
Internacional Atlético-MG 19246
Internacional Palmeiras 26654
Internacional Joinville 19133
Internacional Atlético-PR 19870
Internacional Grêmio 35753
Internacional Fluminense 14387
Internacional Chapecoense 13333
Internacional Santos 30004
Internacional Goiás 16768
Internacional Corinthians 25607
Internacional Figueirense 23713
Internacional Coritiba 33598
Internacional Flamengo 24435
Internacional Ponte Preta 23102
Internacional São Paulo 29605
Internacional Cruzeiro 21911
Internacional Avaí 13009
Internacional Santa Cruz 35376
Internacional Botafogo 24085
Internacional América-MG 20647
Internacional Vitória 26304
Internacional Bahia 18460
Internacional Paraná 39155
Internacional Ceará 19277
Flamengo Vasco 31115
Flamengo Sport 24367
Flamengo Atlético-MG 34689
Flamengo Palmeiras 42500
Flamengo Joinville 52462
Flamengo Atlético-PR 14509
Flamengo Grêmio 27943
Flamengo Fluminense 33219
Flamengo Chapecoense 15407
Flamengo Santos 35754
Flamengo Goiás 12634
Flamengo Corinthians 34206
Flamengo Figueirense 23077
Flamengo Coritiba 37933
Flamengo Internacional 33146
Flamengo Ponte Preta 13863
Flamengo São Paulo 33021
Flamengo Cruzeiro 27157
Flamengo Avaí 15428
Flamengo Santa Cruz 21773
Flamengo Botafogo 30800
Flamengo América-MG 31070
Flamengo Vitória 23315
Flamengo Atlético-GO 5969
Flamengo Bahia 28546
Flamengo Paraná 54526
Flamengo Ceará 55147
Ponte Preta Vasco 4775
Ponte Preta Sport 2861
Ponte Preta Atlético-MG 4646
Ponte Preta Palmeiras 7771
Ponte Preta Joinville 4858
Ponte Preta Atlético-PR 4280
Ponte Preta Grêmio 5474
Ponte Preta Fluminense 4978
Ponte Preta Chapecoense 3621
Ponte Preta Santos 9876
Ponte Preta Goiás 8882
Ponte Preta Corinthians 10055
Ponte Preta Figueirense 3634
Ponte Preta Coritiba 4124
Ponte Preta Internacional 4786
Ponte Preta Flamengo 9150
Ponte Preta São Paulo 5424
Ponte Preta Cruzeiro 4464
Ponte Preta Avaí 5695
Ponte Preta Santa Cruz 10638
Ponte Preta Botafogo 3813
Ponte Preta América-MG 3935
Ponte Preta Vitória 10261
Ponte Preta Atlético-GO 4628
Ponte Preta Bahia 3828
São Paulo Vasco 31446
São Paulo Sport 22727
São Paulo Atlético-MG 22149
São Paulo Palmeiras 34011
São Paulo Joinville 12690
São Paulo Atlético-PR 15487
São Paulo Grêmio 28779
São Paulo Fluminense 21977
São Paulo Chapecoense 36431
São Paulo Santos 29288
São Paulo Goiás 25406
São Paulo Corinthians 51207
São Paulo Figueirense 27365
São Paulo Coritiba 40317
São Paulo Internacional 18369
São Paulo Flamengo 26824
São Paulo Ponte Preta 34838
São Paulo Cruzeiro 28831
São Paulo Avaí 16857
São Paulo Santa Cruz 16553
São Paulo Botafogo 21190
São Paulo América-MG 28022
São Paulo Vitória 14068
São Paulo Atlético-GO 31333
São Paulo Bahia 52020
São Paulo Paraná 11327
São Paulo Ceará 57323
Cruzeiro Vasco 17127
Cruzeiro Sport 17144
Cruzeiro Atlético-MG 35997
Cruzeiro Palmeiras 17509
Cruzeiro Atlético-PR 14547
Cruzeiro Grêmio 19007
Cruzeiro Fluminense 16022
Cruzeiro Chapecoense 17470
Cruzeiro Santos 9042
Cruzeiro Goiás 10675
Cruzeiro Corinthians 14387
Cruzeiro Figueirense 25844
Cruzeiro Coritiba 15600
Cruzeiro Internacional 12943
Cruzeiro Flamengo 23121
Cruzeiro Ponte Preta 12737
Cruzeiro São Paulo 20011
Cruzeiro Avaí 10515
Cruzeiro Santa Cruz 46591
Cruzeiro Botafogo 20362
Cruzeiro América-MG 12213
Cruzeiro Vitória 26933
Cruzeiro Atlético-GO 7156
Cruzeiro Bahia 17928
Cruzeiro Paraná 6377
Cruzeiro Ceará 12078
Avaí Vasco 11461
Avaí Sport 6268
Avaí Atlético-MG 8151
Avaí Palmeiras 9722
Avaí Joinville 8153
Avaí Atlético-PR 9282
Avaí Grêmio 10421
Avaí Fluminense 8002
Avaí Chapecoense 5476
Avaí Santos 6740
Avaí Goiás 4767
Avaí Corinthians 10987
Avaí Figueirense 7939
Avaí Coritiba 5662
Avaí Internacional 11150
Avaí Flamengo 12467
Avaí Ponte Preta 5697
Avaí São Paulo 9219
Avaí Cruzeiro 5852
Avaí Botafogo 4952
Avaí Vitória 4666
Avaí Atlético-GO 7040
Avaí Bahia 4295
Santa Cruz Sport 14987
Santa Cruz Atlético-MG 1283
Santa Cruz Palmeiras 4753
Santa Cruz Atlético-PR 1665
Santa Cruz Grêmio 1003
Santa Cruz Fluminense 6829
Santa Cruz Chapecoense 9878
Santa Cruz Santos 14493
Santa Cruz Corinthians 6936
Santa Cruz Figueirense 8747
Santa Cruz Coritiba 7970
Santa Cruz Internacional 7282
Santa Cruz Flamengo 10176
Santa Cruz Ponte Preta 7025
Santa Cruz São Paulo 10869
Santa Cruz Cruzeiro 14311
Santa Cruz Botafogo 1247
Santa Cruz América-MG 6031
Santa Cruz Vitória 16949
Botafogo Vasco 11322
Botafogo Sport 8548
Botafogo Atlético-MG 9738
Botafogo Palmeiras 7201
Botafogo Atlético-PR 7215
Botafogo Grêmio 6198
Botafogo Fluminense 9319
Botafogo Chapecoense 7611
Botafogo Santos 7450
Botafogo Corinthians 11978
Botafogo Figueirense 2797
Botafogo Coritiba 14312
Botafogo Internacional 13230
Botafogo Flamengo 11140
Botafogo Ponte Preta 9414
Botafogo São Paulo 12026
Botafogo Cruzeiro 10243
Botafogo Avaí 20396
Botafogo Santa Cruz 5033
Botafogo América-MG 11986
Botafogo Vitória 6135
Botafogo Atlético-GO 8849
Botafogo Bahia 6992
Botafogo Ceará 7744
América-MG Vasco 4447
América-MG Sport 2384
América-MG Atlético-MG 7683
América-MG Palmeiras 14671
América-MG Atlético-PR 1895
América-MG Grêmio 2746
América-MG Fluminense 2760
América-MG Chapecoense 2974
América-MG Santos 2113
América-MG Corinthians 4631
América-MG Figueirense 2173
América-MG Coritiba 796
América-MG Internacional 2224
América-MG Flamengo 8857
América-MG Ponte Preta 1466
América-MG São Paulo 3558
América-MG Cruzeiro 5856
América-MG Santa Cruz 1441
América-MG Botafogo 3013
América-MG Vitória 3170
América-MG Paraná 3692
América-MG Ceará 3641
Vitória Vasco 7820
Vitória Sport 9061
Vitória Atlético-MG 8519
Vitória Palmeiras 19460
Vitória Atlético-PR 10939
Vitória Grêmio 12596
Vitória Fluminense 8678
Vitória Chapecoense 6130
Vitória Santos 8192
Vitória Corinthians 15638
Vitória Figueirense 22648
Vitória Coritiba 7400
Vitória Internacional 7257
Vitória Flamengo 23354
Vitória Ponte Preta 5030
Vitória São Paulo 11689
Vitória Cruzeiro 15925
Vitória Avaí 10981
Vitória Santa Cruz 6797
Vitória Botafogo 9419
Vitória América-MG 10138
Vitória Atlético-GO 10615
Vitória Bahia 16227
Vitória Paraná 6358
Vitória Ceará 8371
Atlético-GO Vasco 7468
Atlético-GO Sport 338
Atlético-GO Atlético-MG 4220
Atlético-GO Palmeiras 11881
Atlético-GO Atlético-PR 3294
Atlético-GO Grêmio 4142
Atlético-GO Fluminense 1844
Atlético-GO Chapecoense 1243
Atlético-GO Santos 4588
Atlético-GO Corinthians 13702
Atlético-GO Coritiba 1035
Atlético-GO Flamengo 8957
Atlético-GO Ponte Preta 1818
Atlético-GO São Paulo 15439
Atlético-GO Cruzeiro 5237
Atlético-GO Avaí 1661
Atlético-GO Botafogo 4434
Atlético-GO Vitória 1738
Atlético-GO Bahia 2846
Bahia Vasco 18356
Bahia Sport 15842
Bahia Atlético-MG 22881
Bahia Palmeiras 28840
Bahia Atlético-PR 12181
Bahia Grêmio 14206
Bahia Fluminense 18267
Bahia Chapecoense 26442
Bahia Santos 19242
Bahia Corinthians 19227
Bahia Coritiba 20860
Bahia Internacional 18671
Bahia Flamengo 26494
Bahia Ponte Preta 20539
Bahia São Paulo 22459
Bahia Cruzeiro 18917
Bahia Avaí 12389
Bahia Botafogo 17532
Bahia América-MG 19100
Bahia Vitória 27748
Bahia Atlético-GO 13364
Bahia Paraná 29215
Bahia Ceará 17825
Paraná Vasco 3210
Paraná Sport 7604
Paraná Atlético-MG 1140
Paraná Palmeiras 25076
Paraná Atlético-PR 6446
Paraná Grêmio 7776
Paraná Fluminense 3491
Paraná Chapecoense 2239
Paraná Santos 4504
Paraná Corinthians 15714
Paraná Flamengo 4271
Paraná São Paulo 7635
Paraná Cruzeiro 5131
Paraná Botafogo 4831
Paraná América-MG 3217
Paraná Vitória 931
Paraná Bahia 4153
Paraná Ceará 8639
Ceará Sport 14558
Ceará Atlético-MG 36627
Ceará Palmeiras 32081
Ceará Atlético-PR 13772
Ceará Grêmio 14012
Ceará Fluminense 11119
Ceará Chapecoense 27485
Ceará Santos 17047
Ceará Corinthians 39112
Ceará Internacional 42149
Ceará Flamengo 51952
Ceará São Paulo 29186
Ceará Cruzeiro 14522
Ceará Botafogo 29394
Ceará América-MG 13898
Ceará Vitória 31502
Ceará Bahia 9780
