date;stadium;time;home_team;away_team;home_score;away_score;attendance;average_ticket_price
11/12/16;Moisés Lucarelli;17h00;Ponte Preta;Coritiba;2;0;2739;8
18/09/16;Arena Condá;16h00;Chapecoense;Ponte Preta;2;2;2709;10
29/06/16;Independência;21h45;América-MG;Corinthians;0;2;2645;33
21/08/16;Orlando Scarpelli;18h30;Figueirense;Cruzeiro;1;2;2578;11
11/06/16;Raulino de Oliveira;18h30;Fluminense;Grêmio;1;1;2467;25
21/05/16;Raulino de Oliveira;18h30;Fluminense;Santa Cruz;2;2;2325;25
25/05/16;Raulino de Oliveira;21h00;Flamengo;Chapecoense;2;2;2252;15
05/06/16;Independência;11h00;América-MG;Figueirense;1;0;2173;13
07/08/16;Independência;11h00;América-MG;Santos;1;0;2113;27
15/05/16;Independência;16h00;América-MG;Fluminense;0;1;2078;41
22/05/16;Arena Condá;16h00;Chapecoense;América-MG;3;1;2057;10
27/11/16;Orlando Scarpelli;19h30;Figueirense;Fluminense;1;0;1842;11
14/09/16;Arruda;21h00;Santa Cruz;Atlético-PR;1;0;1665;15
26/11/16;Independência;20h00;América-MG;Sport;2;2;1539;13
02/06/16;Independência;19h30;América-MG;Ponte Preta;1;2;1466;11
17/07/16;Independência;11h00;América-MG;Santa Cruz;0;3;1441;16
25/05/16;Independência;21h00;América-MG;Vitória;1;1;1318;16
20/11/16;Arruda;19h30;Santa Cruz;Atlético-MG;3;3;1283;14
19/10/16;Arruda;21h45;Santa Cruz;Botafogo;0;1;1247;19
12/06/16;Raulino de Oliveira;11h00;Botafogo;Vitória;1;1;1203;23
19/08/16;Independência;21h30;América-MG;Chapecoense;1;2;1191;6
24/09/16;Independência;21h00;América-MG;Botafogo;1;0;1141;27
27/11/16;Arruda;19h30;Santa Cruz;Grêmio;5;1;1003;13
19/09/16;Independência;20h00;América-MG;Internacional;1;0;991;17
31/07/16;Independência;18h30;América-MG;Grêmio;0;0;981;23
02/07/16;Raulino de Oliveira;16h00;Fluminense;Coritiba;0;0;917;24
15/06/16;Raulino de Oliveira;21h00;Botafogo;América-MG;3;1;883;22
18/06/16;Independência;21h00;América-MG;Coritiba;2;1;796;15
24/10/16;Independência;20h00;América-MG;Atlético-PR;1;0;518;14
